fold_id,cv_tag,html_id,sent_id,text,tag
4,cv447,27332,12,"now we get to the experience "" the exorcist "" the way it was meant to be seen in a director's cut which incorpates fifteen minutes of new footage cut by friedkin at the time of the release for content and time , a new ending has been added as well , and adds more of a lighter feeling to the movie , which i prefer the original darker ending more .",pos
9,cv928,9168,46,alec baldwin gives one of his best performances i have ever seen ( it sure is better from his fair game ) .,pos
3,cv365,11576,17,robbie takes it hard .,pos
0,cv070,12289,12,it's impossible to take your eyes off him .,pos
6,cv673,24714,30,"affleck shouts , curses and be-littles his rookie employees just like baldwin , minus the edge .",pos
2,cv296,12251,19,"on the slick side , many of the special effects are really cool ( the sequence in which the family is "" paralyzed "" during the hyper-drive is awesome , and the animated monkey that joins the family halfway through the flic is mucho cool ) , the credit presentation at the end of the film is slamming , and the adventures that they fall into are somewhat thrilling ( i will also admit that "" somehow "" they got me to semi-tear up near the conclusion of this picture . . . . very",pos
6,cv610,2287,19,"silly , but riotous at times , this is an excellent movie even better than the original .",pos
9,cv986,13527,64,"well , i swore never to give a movie the full five stars so i had to find something about the in his ice truck , the tracks it leaves in the snow behind him go on for several miles but then they just stop .",pos
5,cv501,11657,92,it's wonderfully composed and presented .,pos
7,cv779,17881,35,"pleasantville : a- ad2am "" i almost lost my nose . . . and",pos
8,cv839,21467,7,"charles wants to know who she talks to , what she does , and where she goes .",pos
5,cv509,15888,52,i was arguing with my father on the drive back home on what the purpose of movies was .,pos
3,cv321,12843,0,"it must be some sort of warped critical nightmare : the best movie of the year would be a summer vehicle , a jim carrey vehicle at that .",pos
7,cv707,10678,25,"maggie ( emma thompson ) is a successfuly publisher of self-help books , but looks like she needs them more than her customers , as she is lonely and unhappy .",pos
5,cv503,10558,47,"and if a film puts a smile on my face despite posessing a lot of flaws , i have no problem with reccomending it to anyone .",pos
9,cv919,16380,12,he is shocked at the hope that he inspires in the people he meets .,pos
3,cv328,10373,47,"in pulp fiction , even the small , seemingly irrelevant characters were wonderful , complete , and lifelike , whereas jackie brown has such common figures that it wouldn't have suffered much with a lesser talented cast , the exception being grier .",pos
2,cv275,28887,31,"how about "" diamonds are a girl's best friend "" spiced with portions of "" material girl ? """,pos
1,cv138,12721,0,"the second jackal-based film to come out in 1997 ( the other starring bruce willis was simply entitled the jackal ) , this one stars aidan quinn and donald sutherland , and is directed by a man who hailed from joblo's own alma matter , concordia university in montreal , canada .",pos
7,cv709,10529,9,"after lewis gives ben the money , he coldly says "" i think it would be best if you didn't contact me again . """,pos
1,cv191,29719,9,"but with each of them already involved with other parties , sara has john write his name and number on a $5 bill and she writes her name and number on a copy of love in the time of cholera .",pos
0,cv059,28885,13,"the mirror unveils three choices in a presentation straight out of "" the dating game "" ( when snow white is shown , the cheeky announcer purrs , "" even though she lives with seven men , she's not easy ! "" )",pos
8,cv858,18819,37,"hopefully , graham tags along for future austin powers adventures .",pos
2,cv240,14336,1,"[theater rating : * * 1/2 : good seats , average sound , picture unstable]",pos
1,cv149,15670,19,"patch adams' lack of purpose is its major shortcoming , and for the first ninety minutes out of two hours , there's little feeling of continuity or the passage of time .",pos
0,cv029,18643,22,everyone in the city is the subject of an experiment being conducted by a race of aliens to understand what makes humans tick in their efforts to somehow save themselves from extinction .,pos
7,cv709,10529,4,ben ( nicolas cage in possibly the best male performance of the past twenty years ) is the drunk .,pos
6,cv657,24513,12,no wonder it fell through the cracks .,pos
3,cv337,29181,24,"giles nuttgens ( "" fire "" ) cinematography , which won the 2001 sundance festival award , is crisp and startlingly clear .",pos
3,cv365,11576,14,"robbie hart ( sandler ) doesn't just sing at weddings ; he also gets the loners to join in and have fun , and he smooths it over when someone does something embarrassing .",pos
4,cv408,5297,1,"he had never seen any episodes of the show , and i have watched a scant few , due to its unsocial airtime on comedy central and the uneven nature of many of the episodes .",pos
9,cv915,8841,19,"even though they were quite attractive , they had so much fun being together that they did not care about the others .",pos
0,cv065,15248,0,what a great film .,pos
8,cv831,14689,3,`you think you know all about vampires . . . believe,pos
3,cv327,20292,48,"eleanor o'sullivan of `the home news & tribune' noticed this , and was kind and generous enough to welcome it : `for want of a better word , a glow surrounds a dog of flanders .",pos
6,cv657,24513,9,the result is a movie that is a failure from two conventional points of view .,pos
8,cv816,13655,10,i enjoy films like this because not one second of it is serious or thought-provoking .,pos
4,cv480,19817,21,i know i'll be first in line to buy one .,pos
6,cv665,29538,8,the worlds he creates are terrifying and cold .,pos
0,cv055,8338,2,"not only did i get to see an advance screening , i was able to see an advance screening of a * very good * movie .",pos
5,cv580,14064,24,"the plot of this movie is pretty large , almost too much so .",pos
5,cv560,17175,27,"point two , it has been through several lawyers .",pos
0,cv041,21113,10,"his life becomes nothing more than a series of mastubatory fantasies , and sullen apathy .",pos
7,cv723,8648,12,"( although this is ruined by an over the top , one too many stunt and explosion . )",pos
1,cv172,11131,26,"she dies before he is released and it's at the cemetery that victor is reacquainted with elena--redemption , ultimately , substituting for revenge .",pos
7,cv748,12786,20,"for , as i said , this is the movie of a lifetime and the role is of the same calibre .",pos
2,cv202,10654,2,"second , it deals with the historical involvement of several american politicians in the case , including president martin van buren and former president john quincy adams ( anthony hopkins ) .",pos
6,cv642,29867,20,"but then again , a story about the most mysterious serial killer of all-time is probably not the ideal spot for character refinement .",pos
5,cv575,21150,4,"critics are calling it predictable and worthless , audiences are disappointed with it and think it was a disappointment .",pos
7,cv744,10038,9,"but promises are made to be broken , especially when you're looking at a 17-day , limited engagement .",pos
9,cv998,14111,24,"the sequence involving army chief-of-stafff george marshall and mrs . ryan is decent , but doesn't hold up to the rest of the film , relying on wartime cliches to power it .",pos
8,cv806,8842,13,"hey , its the 21st century here-dna reconstruction !",pos
7,cv745,12773,3,"and most of all , the grandmother wants to know if she has "" protection ? """,pos
5,cv509,15888,49,"they just work together , and it's nice to see .",pos
3,cv313,18198,18,"paul was the quarterback of the football team before he injured himself , and is definitely a candidate for most popular person in school .",pos
0,cv028,26746,36,"here , very little is left to our imagination and the story is so complex and "" clever "" that the screenwriters are the first to get lost in it .",pos
9,cv952,25240,22,thereby adding some meat to the plot .,pos
5,cv576,14094,12,"the story takes place in a renaissance setting ; in france , with leonardo da vinci providing some comic relief on more than one occasion .",pos
9,cv975,10981,52,"for those who don't know of glass , his music is like a tibetan mandala .",pos
0,cv050,11175,9,"neidermeyer is the supreme-bozo of the bunch , walking around with his dick out kicking freshman ass and trying to impress the muff .",pos
4,cv446,11353,25,"and for a moment , it looked as though it was about to happen .",pos
8,cv893,26269,10,"as little tots us boys are brought up to create our own wars with gi joe's , enact cops and robbers or cowboy and indian fantasies , etc . the best gritty cop films tap into those gleeful adolescent fantasies , and heighten them , turning it all into an existential nightmare of thin moral lines and psychological chaos .",pos
7,cv778,17330,23,it shows how colonel nicholson becomes possessed by the idea of being a hero and that others ( like shears ) get cynics .,pos
9,cv903,17822,0,robert altman's cookie's fortune is that rare movie that does not depend on sentimentality to be uplifting and to make its viewers feel good .,pos
9,cv967,5788,39,"another difference with disney movies is in the style of animation for "" kiki's delivery service "" : not as colorful and dynamic as disney animation can be , but with a greater attention to realism and detail , it fits the movie to a t . this is particularly true with scenes of kiki's flights .",pos
2,cv250,25616,26,"so when meir's father chooses a younger woman for his son , she is exiled to live alone in a cold apartment in the same jewish quarters .",pos
1,cv155,7308,23,"the third act concentrates more on walken's character , who eventually stumbles upon a small gambling operation where the game is , again , russian roulette .",pos
4,cv441,13711,29,"and of course the movie's far from over when hanks does locate ryan ( matt damon , the other guy you get when affleck isn't available ) .",pos
6,cv635,10022,11,"flynt , along with the magazine's rag-tag management team , headed by his brother jimmy ( played nicely by woody's real-life brother , steak & shake commercial veteran brett harrelson ) , viewed playboy magazine with contempt .",pos
9,cv910,20488,6,"he is speaking directly at the screen , but we immediately have a feeling someone else is there .",pos
2,cv296,12251,15,"unfortunately for this chosen family , their 10-year old son is the smartest one in the group , and the father is too wrapped up in his work to notice the rest of his family ( ever heard that one before ?",pos
3,cv318,10493,15,"unfortunately , "" scream 2 "" occasionally reverts to the time-honored horror tradition of throwing logic out the window .",pos
1,cv180,16113,21,"jacob is slow and simple , and yet we so often see him deep in thought .",pos
5,cv505,12090,46,"the misogyny and violence are still there , only better concealed .",pos
5,cv596,28311,1,"the film was critically acclaimed , and went on to gross almost $100m dollars at the domestic box office .",pos
4,cv482,10580,29,"without revealing the details , suffice it to say that the situation ends badly .",pos
9,cv905,29114,21,"flash forward to a trailer park in junction city , kansas , and luther is leaving hedwig for another boy .",pos
4,cv417,13115,11,"mulan , under the assumed name of ping , appears at camp where she , along with the other bumbling recruits , yao ( harvey fierstein ) , chien-po ( jerry tondo ) and ling ( gedde watanabe ) , are trained in the art of war by captain shang ( b . d .",pos
7,cv717,15953,33,emotion .,pos
6,cv635,10022,25,"after watch falwell on tv , describing aids as a punishment from god , flynt directs his lawyer to take the falwell case to the supreme court , leading to the film's climactic courtroom scene .",pos
5,cv521,15828,41,this is one of those films .,pos
1,cv100,11528,4,"sitcom star hunt , who was last seen in twister , 1996 ) .",pos
3,cv304,28706,37,"had rodriguez added a few more scenes like that , i would have enjoyed the film more ( and i definitely could have lived without the glaring product placement for a certain mc-ubiquitous company ) .",pos
4,cv451,10690,21,"( for the record , i'm not a star trek fan although i have seen some of the movies . )",pos
6,cv673,24714,65,"this is okay when taken in small doses , but younger's conclusion is constructed as a series of these boo-hoo moments , one following the other .",pos
7,cv772,12119,1,even the most religious directors - like martin scorsese or ingmar bergman - usually address issues of faith in implicit rather than explicit religious terms .,pos
1,cv150,12916,12,"as appealing and charismatic as he always is , ford hasn't been quite this charming and affable in years ; he's obviously having a blast , and the audience cannot help but have one along with him .",pos
8,cv828,19831,27,"and so we realize that while the film is expressive about a subject that is hardly appropriate , it still manages to be mature .",pos
0,cv079,11933,9,"in the lobby after the screening , i overheard one man raving about how great yet disturbing it was ; i also heard one particularly offended woman say with disgust , "" that movie was so unfunny ! """,pos
7,cv717,15953,13,"her name is beloved , and as played by thandie newton , she has almost zero motor skills .",pos
0,cv036,16831,10,"through a series of circumstances too precious to elaborate upon , dora somehow takes a responsibility in trying to find josu ? +s father .",pos
6,cv667,18467,7,"all right , stop looking at me like that .",pos
6,cv600,23878,18,"unlike the sleek , muscular killing machines one is accustomed to , we are given an inner city black man who is overweight and slovenly , replete with chapped , dirty hands and rumpled clothing .",pos
0,cv028,26746,18,"the opening scenes--the documentary showing the townspeople affected by the first film-- is a more promising approach , because instead of trying to cover similar ground , it goes outside the first film and makes its own stand .",pos
5,cv545,12014,19,"their relationship develops into a playful bantering , with veronica utilizing her newfound power by constantly rejecting marco's advances .",pos
5,cv598,16452,10,"by the time "" the end "" shows up on screen , everything has been wrapped up very nicely .",pos
9,cv988,18740,6,"when their ship breaks down and they are stranded , they find a young boy , anakin skywalker ( jake lloyd ) and his slave mother .",pos
5,cv527,10123,1,by fernando vallejo,pos
2,cv237,19221,15,"rob schneider , however , is irritating as his friend , an immigrant delivery boy who can't read .",pos
7,cv786,22497,2,"the opening and closing shots are a wonderful contrast to the rest of the gloomy , disturbing film .",pos
9,cv956,11609,10,"lancelot has always been a tragic figure in the arthurian tales , and bresson uses him as the central figure to explore the battle between the spirit and the flesh .",pos
8,cv889,21430,25,rooms which may still contain these people .,pos
4,cv492,18271,18,"reeves , whom i've never really cared for as an actor , is competent in roles which require a lot of straightforwardness , and little subtlety .",pos
7,cv750,10180,7,"carlito's attempts at a clean , legal life are thwarted at nearly every turn .",pos
1,cv146,18458,60,the element seriously undermines the mystical aspect of the force and transforms it into something more physical and scientific which is completely unnecessary .,pos
2,cv242,10638,2,"he replies something like : "" the church is flooded but at least the floodwaters put out the big fire .",pos
2,cv257,10975,3,or is it just the fact that he sings songs with silly lyrics that bowl audiences over ?,pos
2,cv210,9312,11,"as with these , breakdown does not , for the most part , stray down the conventional path of the american action-thriller .",pos
6,cv674,10732,22,she doesn't meet james and fails to make it home in time to discover gerry's infidelity .,pos
1,cv169,23778,21,"this is called conciseness transfer , and this is part of the tragedy in the film : people "" wake up "" in unknown places and strange things start happen .",pos
0,cv041,21113,20,"most notably is barbara fitts ( allison janney ) , the almost catatonic wife of retired marine colonel fitts .",pos
3,cv341,24430,19,"proximo ( oliver reed ) , a gladiator who won his freedom , purchases maximus and juba as fodder for the arena .",pos
6,cv639,10308,7,"the plot , as in most of them , is pure balderdash , but seems to have a nice kind of edge to it .",pos
5,cv507,9509,35,"at one point , he looms over the crew and says "" the anaconda is the perfect killing machine .",neg
9,cv963,7208,23,not one buildup of suspense is resolved by an exciting climax .,neg
6,cv649,13947,25,it has no reason to it ; it's just bad direction .,neg
0,cv020,9234,8,"his , uh , shoulder to cry on comes in the form of clown ( john leguizamo ) , a disgustingly disproportioned minion of satan's .",neg
3,cv306,10859,12,is it really necessary to say anything about the plot ?,neg
9,cv962,9813,22,the snake reminds us of a favorite character of a famous animated movie even if she should be an awe-inspiring monster .,neg
8,cv823,17055,12,one bright spot in the movie from a purely sexist point of view is shawnee smith .,neg
6,cv669,24318,5,they are two twenty-something wrestling fans from wyoming .,neg
1,cv156,11119,3,"when wayans's darryl witherspoon , an economics major at stratford university , hits some dire financial straits , he becomes a guinea pig for a experimental drug that heightens all five senses .",neg
3,cv304,28489,2,exciting ?,neg
9,cv994,13229,7,we have to get harrison ford and anne heche alone on an island . ?,neg
1,cv106,18379,12,"on the other hand , michael gross as his pursuer is quite wooden and his interaction with some of the actors is terrible .",neg
6,cv644,18551,10,"which is an unentertaining , crappy film that uses the witch angle as a diversionary tactic to weave us away from its grab-bag of stupid voice-overs , overdone songs , melodramatic romance , undeveloped story and uneven acting .",neg
6,cv653,2107,28,"there is no tension in the scene , just tedium .",neg
6,cv655,12055,11,"an autopsy scene in which a buzz saw cuts through the cranium was not the kind of indulgence that i condone , to say nothing of the fact that it was scientifically incorrect .",neg
3,cv364,14254,10,"as i watched it , i occasionally wondered if it was aware of its own awfulness .",neg
2,cv269,23018,11,maybe i'm becoming a softy .,neg
9,cv991,19973,21,"hey , i thought anna was supposed to change him !",neg
7,cv742,8279,9,"tv fans might want to check out courtney cox ( monica in friends ) and robert duncan mcneill ( lt paris in star trek : voyager ) , very early in their careers and not doing to well in them either .",neg
5,cv511,10360,5,they've been cremated .,neg
1,cv145,12239,24,"despite the fact that hard rain fails on almost every account , if your standards are low enough you may find this to be a mildly enjoyable film .",neg
0,cv011,13044,13,that's how it works in movies like these .,neg
2,cv295,17060,5,"it's kiddie-porn hackwork , complete with earthy sex-talk and fully-clothed hand-jobs .",neg
3,cv398,17047,3,"finally , i forgot about it .",neg
8,cv853,29119,4,i bet even cavemen appreciated bathroom humor - such as it was .,neg
0,cv091,7899,8,ripley lives through the crash ; the others do not .,neg
1,cv107,25639,14,were they living there before krypton exploded ?,neg
6,cv641,13412,33,armageddon is not as terrible movie as godzilla .,neg
5,cv524,24885,42,"in many respects , isle of lesbos has incredible cult potential ( like a rocky horror for the new millennium ) .",neg
2,cv267,16618,5,"the premise of , "" the butcher boy , "" is one that could have very well been turned into a thought-provoking , disturbing motion picture , but somehow nothing works .",neg
6,cv696,29619,39,aka ? ma soeur !,neg
5,cv527,10338,0,"woody allen is one of the most successful artist-directors in hollywood , but he is becoming less and less reliable as a filmmaker .",neg
6,cv676,22202,9,"quite frankly , this movie deserves a .",neg
3,cv308,5079,38,"if you're going to make another sting movie , you've got to do something original .",neg
6,cv645,17078,24,"it's a smart and subversive bit where courtney gets the high school's resident jock stud dane ( ethan erickson ) to demonstrate , using a popsicle , exactly what he would like for her to do to him .",neg
5,cv567,29420,1,"but with soul survivors , i'm so full of critical rage that this review is liable to turn into a venomous , uncontrollable rant , obligations damned .",neg
2,cv281,24711,38,"only jared leto ( looking like a carbon copy of rob lowe from back in the day ) and alicia witt , as the resilient heroine , avoid vexatiousness .",neg
6,cv610,24153,16,"sinclair is plotting to have diamond dallas page ( playing himself ) pummel the king into the tarp , thereby dethroning the dignified wrestler and embarrassing him in front of a bewildered auditorium full of fans .",neg
8,cv894,22140,35,i can say with full confidence that blazing saddles has no redeeming qualities whatsoever .,neg
7,cv767,15673,22,"( and if you've seen return of the jedi , you've seen the ending of this movie . )",neg
7,cv788,26409,27,"you'd think phillipe ? and del toro are ? going to pull out guns and scare them away but they don't , instead phillipe throws one punch and the two get beat down by a mob .",neg
3,cv325,18330,9,"to make things worse , another student , the hopelessly geeky fern mayo ( judy evans greer ) accidentally discovers the truth .",neg
6,cv688,7884,33,you could write this movie .,neg
0,cv079,12766,27,"what really annoyed me was maria pitillo , who actually takes the bad script and makes it worse with her acting .",neg
4,cv420,28631,26,"btw , i'm allotting one point alone to actress kathleen robertson , whose massive breasts and skanky g-string had me chompin' at the bit .",neg
0,cv071,12969,13,"the main character , played by tea leoni , is a low-level broadcast journalist for msnbc ( and that's the mere tip of the product-placement iceberg ) who stumbles upon a huge government conspiracy .",neg
0,cv056,14663,22,"but once i saw that , i had it in the back of my mind every time i saw a medium or long shot .",neg
7,cv706,25883,7,"only naked bodies , which is exactly the point .",neg
4,cv419,14799,36,"so what do you have when the humor is absent from your comedy , and the acting is like the siberian steppes ?",neg
8,cv881,14767,20,- boredom shown by long cuts in which nothing happens .,neg
8,cv848,10061,19,the aforementioned cliches are brutally abundant .,neg
4,cv413,7893,42,"i haven't seen "" dante's peak "" but i've heard it's a masterpiece compared to this .",neg
6,cv630,10152,23,do they collide in mid-air ?,neg
8,cv808,13773,20,"the impact of the bullets cause him to make these wild contortions that force the wedding band to change music styles to keep up with him , from the samba to disco to the macarena .",neg
3,cv378,21982,2,an interesting premise of loser comic book characters .,neg
3,cv312,29308,17,"the movie will probably please only smith's die-hard , undiscerning fans ; everyone else will be critical of this mind-bogglingly stupid effort following some the sophisticated cinema that he churned out in years past .",neg
8,cv806,9405,17,"alas , these are only hints .",neg
5,cv547,18043,19,"they could call it jackie chan's the final fight scenes , and everybody would go home happy .",neg
5,cv570,28960,4,"on its menu for fun , is a violent feast served up as charm and done in a tongue-and-cheek manner .",neg
2,cv206,15893,22,the writers and producers took a butcher knife and chop-chopped into the story .,neg
2,cv284,20530,18,bigglesworth .,neg
9,cv939,11247,5,"he convinces jay to flirt with samantha during the development of his book , to "" test her "" .",neg
7,cv771,28466,16,"that's when a movie builds enough background into the characters on the screen , so that we could actually "" get into "" it and care about them .",neg
9,cv900,10800,12,"writer/director stephen sommers seems most concerned with creating a tone of action-horror menace -- something over-populated with gore-drenched skeletons , something where the gunfire and special effects are taken a bit too seriously .",neg
8,cv833,11961,12,"the reduncancy even manages to turn actively offensive with some frequency , notably with the hilarious use of the word "" feminist "" as an identifying caption for every single female character in the film .",neg
4,cv400,20631,4,valek ( thomas ian griffith ) - the dark messias and ruler of the undead that is older than time itself .,neg
0,cv030,22893,10,"the two are so different from each other , that a scene of how this odd friendship developed should have been mandatory .",neg
3,cv359,6751,44,but who cares ?,neg
6,cv695,22268,3,one doctor is killed instantly after having a pencil rammed completely through his neck .,neg
9,cv955,26154,2,"better yet , put the horror genre out of its misery .",neg
3,cv389,9611,5,"he's extremely colorful , and therefore he pretty much fits his role to a t , even if the role is that of an ex-cia weapons expert .",neg
4,cv486,9788,50,"well , no .",neg
7,cv706,25883,45,it's nothing wrong with that .,neg
4,cv418,16562,10,"meanwhile , gibson , who is perfectly fine here , sleepwalks through a role that is not the least bit challenging .",neg
4,cv424,9268,22,"the town busybody and the abrasive mother-in-law make appearances , as does the death-defying dog .",neg
6,cv664,4264,21,"if anything , the inexplicable presence of simon callow ( four weddings and a funeral ) and bob gunton ( the shawshank redemption ) suggests that working with carrey is the classical actor's ultimate challenge .",neg
1,cv176,14196,13,"and it has will patton as a long lost husband trying to reunite with his separated wife and child , who thinks he's a salesman !",neg
5,cv504,29120,15,"despite having been to college , jim is still klutzy and awkward , unsure of himself around the opposite sex .",neg
5,cv536,27221,11,( the dormies conspire to evict paul and regularly molest women they have drugged .,neg
0,cv082,11979,2,"and in no looking back , he stumbles , making a slow , boring film without the spark that enlivened his previous work .",neg
9,cv965,26688,53,the film features mostly cheap tricks and unnecessary gore .,neg
5,cv539,21865,19,"he shouts at everyone , from cops to priests , to the devil .",neg
4,cv464,17076,20,"a fun way to pass the time is to take bets on exactly who will die , although it becomes pretty clear by the second reel .",neg
1,cv140,7963,4,it's too much to handle in one dosage .,neg
4,cv470,17444,11,"of the three , only danes has a real character .",neg
7,cv799,19812,73,"now this is the scariest movie of all time ! ! ! ! """,neg
1,cv101,10537,32,firestorm runs mercifully just 1 : 29 .,neg
9,cv998,15691,9,"since katrina was previously bitten by him , crow takes her along because anyone who is bitten by valek becomes telepathically linked to him until they themselves turn into vampires a couple days later , and crow is hoping to find him with the help of her .",neg
0,cv094,27868,5,"they seem to all want to be thought of as businessmen , in the business because it is the easiest way for them to make big money .",neg
1,cv192,16079,30,"the movie is an adaptation of a book by hunter adams who founded the gesundheit institute , a free clinic .",neg
4,cv462,20788,31,"but he and ashley judd are more than welcome considering the material , and both have some memorable comic moments .",neg
2,cv202,11382,31,"before the climax , i disliked hush ; by the time the end credits started , i hated it .",neg
3,cv384,18536,23,but it's far from profound .,neg
8,cv839,22807,20,"soon enough though , spader and bassett are running around the ship like mad , being chased by the all-of-a-sudden-superhuman facinelli .",neg
9,cv976,10724,5,"when the animal keels over , he finds himself accused of killing a police officer , and facing a $1 , 000 , 000 bail .",neg
1,cv165,2389,2,"viewers also know that "" in living color "" is a skit-show and that a little of jim carrey goes a long way .",neg
6,cv672,27988,8,"the performances are topnotch and surprisingly , they are what keep the movie afloat .",neg
9,cv981,16679,16,"i swear that while watching "" message in a bottle , "" i felt as if i had just read the screenplay in its entirety before arriving at the theater ( heck , in actuality i'm not even familiar to the novel this is based on , by nicholas sparks ) .",neg
7,cv719,5581,28,"instead he outruns and outsmarts his trackers each time , giving eery and ironic resonance to that terminator line that practically made him famous : "" i'll be back . """,neg
6,cv652,15653,21,"some of my favorites was an interaction between the son and father : "" you da man , "" says charlie .",neg
7,cv751,17208,19,"his character as stu in 1996's scream ( a+ ) , was a great one , but now , it seems like that same role is being played again , only in a space movie .",neg
3,cv393,29234,20,not to mention : the real story of jesse james and his gang bears no resemblance to the plot of american outlaws .,neg
5,cv556,16563,13,"also of note is larry gilliard jr . , as amanda's cooking assistant and buddy , who is allowed to create a seemingly full character out of only a handful of scenes .",neg
6,cv600,25043,12,"the film itself might not be the greatest , but sterling's effort of adding decent extra features while keeping the price affordable ( suggested retail of $19 . 95 ) makes this dvd worth the money .",neg
1,cv131,11568,39,and does he think dying his hair bottle blond makes him fit in in a public place ?,neg
3,cv302,26481,21,"it's based on a great book , ``the haunting of hill house , '' by shirley jackson .",neg
1,cv135,12506,1,"elijah wood plays leo biederman , who during astronomy class discovers that a large asteroid is heading for earth .",neg
9,cv944,15042,24,and his motive for killing vampires ?,neg
0,cv090,49,50,"the film opens with a stallion mounting a mare under the direction of her ladyship , which i guess is some kind of foreshadowing , because the missus of the house wants to have her son produce an heir .",neg
8,cv874,12182,30,"this movie proves what "" starship troopers "" only hinted at : he cannot act , but he sure looks well-groomed , even in the deepest heart of the african jungle .",neg
6,cv642,29788,2,why would disney sink so much cash into the corky hype machine ?,neg
0,cv041,22364,17,this is a sort of brooding film -- our protagonist doesn't speak much and the action sequences are done with an annoyingly perfunctory attitude .,neg
2,cv297,10104,3,"she's going on a cruise with her new boy-friend alex ( jason patric ) , and of course it is her ship that is kidnapped by john geiger ( willem dafoe ) who has a bone to pick with the shipping line .",neg
2,cv204,8930,9,.,neg
7,cv755,24881,39,"ooooo , scary villain .",neg
4,cv404,21805,13,"the bottom line : horrible , horrible , horrible .",neg
1,cv100,12406,89,"vanessa redgrave is barely acknowledgeable , and her performance is only enhanced by her strong presence on screen .",neg
2,cv219,19874,9,"at square one , we have a bizarre case of casting .",neg
2,cv217,28707,31,"suffice to say that everything done right in "" wanda "" is done wrong here .",neg
6,cv689,13701,0,"in the first death wish movie , mild-mannered new york architect paul kersey , played by charles bronson , was avenging the death of his wife .",neg
2,cv276,17126,46,another is cage's performance .,neg
2,cv232,16768,9,"so , mr . henslowe employs the young playwright , william shakespeare ( joseph fiennes ) to pen a comedic production .",neg
4,cv469,21998,26,"when cane meets up with christine york , he instantly switches to terminator father figure mode , with the young woman serving as surrogate daughter .",neg
9,cv916,17034,7,"as cook comments near the end of the film , "" it's kind of like "" pretty woman "" , except without the prostitution "" .",neg
0,cv069,11613,23,"mcnaughton knows how to handle the camera , and he keeps the campy fillings of the script flowing with workmanlike ease , as if he knows the territory he's covering is a harmless appetizer to accompany "" henry , "" a furious , unsettling film directorial tour- de-force .",neg
7,cv772,12971,1,"this year's crop already seems inferior to that of past summers , even 1997's lackluster trio of batman & robin , the fifth element and the lost world .",neg
5,cv579,12542,39,"manhattan , an island approximately the size of san francisco holds three million people .",neg
6,cv629,16604,11,mel shoots gun .,neg
3,cv318,11146,20,"the script belabors a red herring , early on , about a second suspect who may have committed the murders for which adam ( atkins ) is charged with .",neg
1,cv101,10537,22,"( "" hoods in the woods , "" is what the "" ground-pounders "" yell out when the convicts are bused in to help them fight the fire . )",neg
1,cv100,12406,3,remember when dante's peak came out in february ?,neg
8,cv848,10061,26,i suppose i should mention val kilmer .,neg
1,cv164,23451,29,"ostensibly a murder mystery , drowning mona gives you almost all the clues immediately , then lets you sit back and feel superior as you watch the cast of paper people fumble their way to finding the killer , who could be anyone due to mona's loving manner with everyone on town .",neg
1,cv176,14196,1,"today the movie studios want to take over my critical review , and somehow persuade you that _armageddon_ , the summer's biggest blockbuster , is a film for everybody .",neg
0,cv034,29446,10,there's no remorse--the next day they're talking about it as openly as a homework assignment .,neg
6,cv690,5425,64,"that's about all i saw before the big fight began and , let me tell you , that was twice as interesting as the movie itself .",neg
2,cv273,28961,18,"but by showing how the boy is so terrified of his strict father that he wets his pants in his presence , refuses to speak because of his stern dad , and eventually becomes the victim of a tragic accident , the film thereby exploits the boy's sufferings and his story just becomes tiresome and not sincerely done .",neg
8,cv871,25971,22,"as the picture opens we meet cain ( kevin bacon ) , an egocentric scientist working with the crew of aforementioned irritating scientists on a top secret ( so top secret the government has only provided them with a dilapidated warehouse in which to perform their extensive experimentation's ) project with the goal to make invisibility a possibility ( for what purpose is never hinted at ) .",neg
3,cv399,28593,6,not a watchable film in the bunch .,neg
8,cv888,25678,25,"then , a cancer subplot comes into play ( where things get even more infuriating , if you can imagine that ) .",neg
6,cv688,7884,41,i have the sinking feeling we're going to see it again .,neg
6,cv620,2556,4,""" looks like he zigged when he should've zagged . """,neg
1,cv149,17084,23,i've said it before and i'll say it again : the only thing that matters to me in a comedy is whether or not it's funny .,neg
6,cv639,10797,18,ms . dinsmoor here ( anne bancroft ) .,neg
5,cv554,14678,1,"starring lee kang-sheng , yang kuei-mei directed by tsai ming-liang written by tsai and yang ping-ying cinematography by liao peng-jung",neg
3,cv364,14254,46,"it's also funny , even when it isn't meaning to be funny .",neg
6,cv612,5396,27,"she is also , surprise , meg ryan .",neg
4,cv469,21998,37,that should count for something .,neg
4,cv403,6721,15,yawn .,neg
1,cv158,10914,2,it's difficult to fathom such insipidness unless you actually watch this film .,neg
3,cv308,5079,25,"murphy has admitted in interviews that he is weary of women in his private life , which is really neither here nor there .",neg
4,cv423,12089,3,"as a big baseball fan and a movie reviewer , can you give us the scoop on the new flick ?",neg
4,cv403,6721,6,a romantic interest .,neg
0,cv046,10613,22,"there's tom ( christian slater ) , the one- dimensional action hero who works as a security guard driving an armored car full of cash .",neg
3,cv372,6654,23,"* * a little creaky , but still better than staying at home with gotcha !",neg
2,cv235,10704,33,i can't completely trash this movie .,neg
4,cv409,29625,13,"yasmin likes roro , but does not want to get married either .",neg
